area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,sqft_per_bhk
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,1220.0,2.0,2.0,62.0,2,5081.9672131147545,610.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1800.0,2.0,1.0,45.0,3,2500.0,600.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,1400.0,3.0,2.0,75.0,3,5357.142857142857,466.6666666666667
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1245.0,2.0,2.0,80.0,2,6425.70281124498,622.5
Super built-up  Area,Ready To Move,Other,3 BHK,1495.0,2.0,1.0,63.0,3,4214.046822742475,498.3333333333333
Plot  Area,Ready To Move,Nagavara,3 Bedroom,2000.0,2.0,2.0,275.0,3,13750.0,666.6666666666666
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,996.0,2.0,2.0,36.5,2,3664.6586345381525,498.0
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,1000.0,2.0,1.0,44.0,2,4400.0,500.0
Built-up  Area,Ready To Move,Other,2 BHK,1250.0,2.0,3.0,75.0,2,6000.0,625.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1261.0,2.0,1.0,80.0,3,6344.171292624901,420.3333333333333
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1080.0,2.0,2.0,46.0,2,4259.259259259259,540.0
Super built-up  Area,Ready To Move,Other,2 BHK,1230.0,2.0,1.0,50.0,2,4065.040650406504,615.0
Super built-up  Area,18-Mar,Kammasandra,2 BHK,982.0,2.0,2.0,25.53,2,2599.79633401222,491.0
Super built-up  Area,18-May,Bommasandra,3 BHK,1260.0,3.0,1.0,49.36,3,3917.4603174603176,420.0
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1590.0,2.0,2.0,135.0,3,8490.566037735849,530.0
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1220.0,2.0,2.0,39.0,2,3196.72131147541,610.0
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.12,3,2887.8787878787875,440.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1750.0,3.0,2.0,105.0,3,6000.0,583.3333333333334
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1436.0,2.0,3.0,62.15,3,4327.994428969359,478.6666666666667
Plot  Area,18-Apr,TC Palaya,3 Bedroom,1200.0,2.0,0.0,66.0,3,5500.0,400.0
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1500.0,2.0,2.0,140.0,2,9333.333333333334,750.0
Super built-up  Area,Ready To Move,Varthur,3 BHK,1560.0,3.0,2.0,90.0,3,5769.2307692307695,520.0
Super built-up  Area,19-Jan,Whitefield,3 BHK,3758.0,3.0,1.0,300.0,3,7982.969664715274,1252.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,1275.0,2.0,2.0,59.0,2,4627.450980392156,637.5
Super built-up  Area,Ready To Move,Other,2 BHK,1040.0,2.0,2.0,36.4,2,3500.0,520.0
Super built-up  Area,Ready To Move,Bellandur,3 BHK,2400.0,3.0,2.0,115.0,3,4791.666666666667,800.0
Plot  Area,18-May,Kaggalipura,4 Bedroom,3150.0,5.0,1.0,212.0,4,6730.158730158731,787.5
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1960.0,3.0,2.0,165.0,3,8418.367346938776,653.3333333333334
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,3200.0,5.0,3.0,309.0,4,9656.25,800.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1195.0,2.0,0.0,53.105,2,4443.933054393306,597.5
Super built-up  Area,Ready To Move,Hosakerehalli,5 BHK,4500.0,5.0,2.0,145.0,5,3222.222222222222,900.0
Plot  Area,18-Apr,Other,4 Bedroom,4304.0,4.0,2.0,699.0,4,16240.706319702602,1076.0
Super built-up  Area,18-Jun,Other,1 BHK,648.0,1.0,1.0,40.0,1,6172.83950617284,648.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2100.0,3.0,2.0,130.0,3,6190.476190476191,700.0
Super built-up  Area,19-Dec,Other,4 BHK,4209.0,4.0,2.0,602.0,4,14302.684723212164,1052.25
Super built-up  Area,Ready To Move,Kudlu,2 BHK,1027.0,2.0,1.0,44.0,2,4284.323271665044,513.5
Plot  Area,Ready To Move,Whitefield,4 Bedroom,1575.0,4.0,3.0,250.0,4,15873.015873015873,393.75
Super built-up  Area,18-May,Bommasandra,3 BHK,1365.0,3.0,1.0,52.82,3,3869.5970695970695,455.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,650.0,1.0,1.0,18.0,1,2769.230769230769,650.0
Plot  Area,18-Nov,Chandapura,3 Bedroom,1200.0,2.0,1.0,52.0,3,4333.333333333333,400.0
Super built-up  Area,Ready To Move,Cooke Town,2 BHK,1100.0,2.0,3.0,90.0,2,8181.818181818182,550.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1075.0,2.0,1.0,57.0,3,5302.325581395349,358.3333333333333
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1100.0,2.0,1.0,63.0,2,5727.272727272727,550.0
Super built-up  Area,Ready To Move,Other,3 BHK,1320.0,2.0,1.0,58.0,3,4393.939393939394,440.0
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,1500.0,3.0,2.0,65.0,3,4333.333333333333,500.0
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,5.0,1.0,150.0,4,12500.0,300.0
Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,1718.0,3.0,2.0,90.2,3,5250.291036088475,572.6666666666666
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,32.0,3,2976.7441860465115,358.3333333333333
Super built-up  Area,18-Oct,Other,3 BHK,1480.0,3.0,1.0,75.48,3,5100.0,493.3333333333333
Super built-up  Area,Ready To Move,Other,1 BHK,500.0,1.0,1.0,13.0,1,2600.0,500.0
Plot  Area,Ready To Move,Other,5 Bedroom,2400.0,4.0,1.0,325.0,5,13541.666666666666,480.0
Plot  Area,18-May,Kaikondrahalli,4 Bedroom,1200.0,4.0,2.0,125.0,4,10416.666666666666,300.0
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1041.0,2.0,1.0,36.44,2,3500.480307396734,520.5
Super built-up  Area,Ready To Move,Other,2 BHK,1128.0,2.0,2.0,48.4,2,4290.780141843971,564.0
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1685.0,3.0,1.0,90.0,3,5341.246290801187,561.6666666666666
Super built-up  Area,Ready To Move,Other,2 BHK,1180.0,2.0,2.0,65.0,2,5508.474576271186,590.0
Built-up  Area,Ready To Move,Other,2 BHK,1200.0,2.0,1.0,60.0,2,5000.0,600.0
Super built-up  Area,18-Apr,Other,3 BHK,1250.0,3.0,2.0,39.5,3,3160.0,416.6666666666667
Built-up  Area,Ready To Move,Other,2 BHK,1000.0,2.0,1.0,45.0,2,4500.0,500.0
Built-up  Area,Ready To Move,Yelahanka New Town,2 Bedroom,600.0,2.0,2.0,80.0,2,13333.333333333334,300.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,70.0,2,4985.754985754986,702.0
Super built-up  Area,18-Jul,Varthur,2 BHK,1760.0,2.0,1.0,85.0,2,4829.545454545455,880.0
Super built-up  Area,Ready To Move,Other,2 BHK,975.0,2.0,1.0,55.0,2,5641.025641025641,487.5
Built-up  Area,Ready To Move,Other,2 BHK,1190.0,2.0,2.0,42.0,2,3529.4117647058824,595.0
Built-up  Area,Ready To Move,Kudlu,2 BHK,1110.0,2.0,1.0,46.0,2,4144.144144144144,555.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2415.0,3.0,2.0,399.0,3,16521.739130434784,805.0
Super built-up  Area,18-May,Gunjur,2 BHK,1235.0,2.0,2.0,44.5,2,3603.2388663967613,617.5
Super built-up  Area,Ready To Move,Other,2 BHK,1275.0,2.0,3.0,55.0,2,4313.725490196079,637.5
Built-up  Area,Ready To Move,Other,2 BHK,1115.0,2.0,1.0,115.0,2,10313.90134529148,557.5
Super built-up  Area,Ready To Move,Harlur,2 BHK,1197.0,2.0,1.0,76.0,2,6349.206349206349,598.5
Super built-up  Area,20-Dec,Begur Road,1 BHK,644.0,1.0,1.0,32.0,1,4968.944099378882,644.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1251.0,2.0,3.0,47.0,2,3756.994404476419,625.5
Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,1105.0,2.0,2.0,30.0,2,2714.9321266968327,552.5
Super built-up  Area,18-Aug,Other,2 BHK,1080.0,2.0,2.0,38.0,2,3518.5185185185187,540.0
Super built-up  Area,Ready To Move,Kudlu,4 BHK,2100.0,3.0,1.0,114.0,4,5428.571428571428,525.0
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,1600.0,4.0,1.0,200.0,4,12500.0,400.0
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,1731.0,3.0,3.0,64.11,3,3703.639514731369,577.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1206.0,2.0,1.0,55.0,2,4560.530679933665,603.0
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,1560.0,3.0,2.0,78.0,3,5000.0,520.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,750.0,1.0,2.0,47.0,1,6266.666666666667,750.0
Built-up  Area,Ready To Move,Billekahalli,2 BHK,1035.0,2.0,2.0,90.0,2,8695.652173913044,517.5
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,702.0,1.0,0.0,35.8,1,5099.715099715099,702.0
Plot  Area,Ready To Move,Attibele,3 Bedroom,1700.0,3.0,1.0,65.0,3,3823.529411764706,566.6666666666666
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,1145.0,2.0,2.0,68.5,2,5982.532751091703,572.5
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1208.0,2.0,2.0,43.5,3,3600.9933774834435,402.6666666666667
Super built-up  Area,Ready To Move,Brookefield,3 BHK,1589.0,3.0,2.0,74.0,3,4657.016991818754,529.6666666666666
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1426.0,2.0,2.0,61.5,3,4312.762973352033,475.3333333333333
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1885.0,3.0,2.0,135.0,3,7161.803713527852,628.3333333333334
Super built-up  Area,18-Mar,Old Madras Road,2 BHK,935.0,2.0,0.0,37.77,2,4039.5721925133694,467.5
Super built-up  Area,18-Apr,Old Madras Road,2 BHK,1171.0,2.0,2.0,73.0,2,6233.98804440649,585.5
Super built-up  Area,Ready To Move,Singasandra,2 BHK,1465.0,2.0,3.0,60.0,2,4095.563139931741,732.5
Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,95.0,3,5219.780219780219,606.6666666666666
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,2.0,66.85,3,4231.012658227847,526.6666666666666
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1452.0,2.0,2.0,46.29,3,3188.0165289256197,484.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1445.0,2.0,1.0,89.56,3,6197.923875432526,481.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,1170.0,2.0,1.0,39.0,2,3333.3333333333335,585.0
Super built-up  Area,Ready To Move,Other,2 BHK,1070.0,2.0,1.0,50.0,2,4672.897196261682,535.0
Super built-up  Area,18-Mar,Kothanur,2 BHK,1140.0,2.0,2.0,56.0,2,4912.2807017543855,570.0
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,2600.0,3.0,2.0,160.0,3,6153.846153846154,866.6666666666666
Super built-up  Area,Ready To Move,Other,3 BHK,1532.0,3.0,2.0,59.75,3,3900.1305483028723,510.6666666666667
Super built-up  Area,Ready To Move,Other,2 BHK,1150.0,2.0,1.0,46.0,2,4000.0,575.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,1473.0,2.0,1.0,85.0,2,5770.536320434488,736.5
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,3.0,2.0,80.99,3,5999.259259259258,450.0
Super built-up  Area,Ready To Move,Prithvi Layout,4 BHK,4040.0,4.0,0.0,500.0,4,12376.237623762376,1010.0
Super built-up  Area,18-Jan,CV Raman Nagar,3 BHK,1980.0,4.0,2.0,166.0,3,8383.838383838383,660.0
Super built-up  Area,22-Jun,Hoodi,3 BHK,1660.0,3.0,2.0,128.0,3,7710.843373493976,553.3333333333334
Plot  Area,Ready To Move,Kogilu,7 Bedroom,2456.0,7.0,2.0,85.0,7,3460.912052117264,350.85714285714283
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,650.0,2.0,2.0,45.0,2,6923.076923076923,325.0
Plot  Area,Ready To Move,Neeladri Nagar,5 Bedroom,4000.0,5.0,2.0,425.0,5,10625.0,800.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,340.0,3,13737.373737373737,825.0
Super built-up  Area,Ready To Move,Other,3 BHK,1495.0,3.0,2.0,90.0,3,6020.066889632107,498.3333333333333
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1080.0,2.0,1.0,48.0,2,4444.444444444444,540.0
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1521.0,2.0,2.0,57.5,3,3780.4076265614726,507.0
Built-up  Area,Ready To Move,Other,2 BHK,1053.0,2.0,0.0,51.0,2,4843.304843304843,526.5
Super built-up  Area,18-Mar,Binny Pete,3 BHK,2406.0,5.0,2.0,289.0,3,12011.63757273483,802.0
Built-up  Area,Ready To Move,Begur,3 BHK,2400.0,3.0,2.0,12.0,3,500.0,800.0
Super built-up  Area,18-Apr,Other,3 BHK,1250.0,3.0,2.0,39.0,3,3120.0,416.6666666666667
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,2.0,1.0,75.0,4,6250.0,300.0
Built-up  Area,Ready To Move,Ulsoor,1 Bedroom,840.0,1.0,1.0,150.0,1,17857.14285714286,840.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2.0,2.0,39.5,2,3950.0,500.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1630.0,3.0,3.0,68.0,3,4171.7791411042945,543.3333333333334
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,985.0,2.0,1.0,40.5,2,4111.675126903553,492.5
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1200.0,2.0,2.0,70.0,2,5833.333333333333,600.0
Built-up  Area,Ready To Move,Ambalipura,3 BHK,1650.0,3.0,3.0,100.0,3,6060.606060606061,550.0
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,1670.0,3.0,2.0,59.0,3,3532.934131736527,556.6666666666666
Plot  Area,16-Jan,Sarjapur  Road,4 Bedroom,1240.0,4.0,0.0,110.0,4,8870.967741935483,310.0
Built-up  Area,Ready To Move,Other,2 BHK,1000.0,2.0,2.0,60.0,2,6000.0,500.0
Super built-up  Area,Ready To Move,Other,2 BHK,830.0,2.0,2.0,26.0,2,3132.5301204819275,415.0
Plot  Area,18-Jul,Ramagondanahalli,3 Bedroom,1200.0,3.0,1.0,56.1,3,4675.0,400.0
Plot  Area,Ready To Move,Other,5 Bedroom,9600.0,7.0,2.0,2736.0,5,28500.0,1920.0
Super built-up  Area,19-Aug,Begur Road,4 BHK,2500.0,6.0,0.0,122.5,4,4900.0,625.0
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1635.0,3.0,3.0,85.0,3,5198.7767584097855,545.0
Built-up  Area,Ready To Move,HSR Layout,2 BHK,1120.0,2.0,1.0,70.0,2,6250.0,560.0
Plot  Area,Ready To Move,Other,6 Bedroom,2750.0,6.0,3.0,200.0,6,7272.727272727273,458.3333333333333
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,185.0,3,10511.363636363636,586.6666666666666
Super built-up  Area,Ready To Move,Harlur,3 BHK,2137.0,3.0,2.0,110.0,3,5147.402901263454,712.3333333333334
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,973.0,2.0,1.0,50.74,2,5214.799588900309,486.5
Super built-up  Area,18-Jun,Kundalahalli,3 BHK,1724.0,3.0,1.0,146.0,3,8468.677494199535,574.6666666666666
Plot  Area,Ready To Move,Other,4 Bedroom,1200.0,4.0,3.0,375.0,4,31250.0,300.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,750.0,1.0,1.0,35.0,1,4666.666666666667,750.0
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,49.0,2,5549.263873159683,441.5
Built-up  Area,Ready To Move,Other,2 Bedroom,660.0,2.0,0.0,76.0,2,11515.151515151516,330.0
Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,2787.0,5.0,2.0,220.0,4,7893.792608539648,696.75
Built-up  Area,Ready To Move,Other,3 BHK,1470.0,2.0,3.0,60.0,3,4081.6326530612246,490.0
Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,891.0,2.0,1.0,24.95,2,2800.2244668911335,445.5
Built-up  Area,Ready To Move,Other,2 BHK,1275.0,2.0,1.0,76.0,2,5960.78431372549,637.5
Super built-up  Area,Ready To Move,Kothanur,3 BHK,1787.0,3.0,2.0,120.0,3,6715.165081141578,595.6666666666666
Built-up  Area,Ready To Move,8th Phase JP Nagar,5 Bedroom,1730.0,5.0,2.0,75.0,5,4335.260115606937,346.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1320.0,2.0,2.0,110.0,2,8333.333333333334,660.0
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,1692.0,3.0,3.0,108.0,3,6382.978723404255,564.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1400.0,3.0,2.0,69.0,3,4928.571428571428,466.6666666666667
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1370.0,2.0,2.0,56.0,2,4087.5912408759123,685.0
Super built-up  Area,18-Feb,Other,3 BHK,1602.0,3.0,2.0,56.0,3,3495.6304619225966,534.0
Built-up  Area,20-Dec,Other,1 BHK,793.0,1.0,1.0,40.0,1,5044.136191677176,793.0
Super built-up  Area,Ready To Move,GM Palaya,1 BHK,675.0,1.0,1.0,35.0,1,5185.185185185185,675.0
Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,3250.0,4.0,2.0,136.0,4,4184.615384615385,812.5
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1050.0,2.0,3.0,43.0,2,4095.2380952380954,525.0
Built-up  Area,Ready To Move,Other,2 BHK,1035.0,2.0,1.0,42.5,2,4106.280193236715,517.5
Super built-up  Area,17-Feb,Sarjapur  Road,3 BHK,1200.0,2.0,2.0,44.0,3,3666.6666666666665,400.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1800.0,3.0,2.0,128.0,3,7111.111111111111,600.0
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1625.0,3.0,2.0,70.0,3,4307.692307692308,541.6666666666666
Super built-up  Area,20-Dec,Electronics City Phase 1,2 BHK,1032.0,2.0,1.0,31.99,2,3099.8062015503874,516.0
Super built-up  Area,18-Apr,Whitefield,3 BHK,1496.0,2.0,1.0,71.81,3,4800.133689839572,498.6666666666667
Super built-up  Area,18-May,Other,2 BHK,1100.0,2.0,2.0,38.0,2,3454.5454545454545,550.0
Built-up  Area,Ready To Move,Kundalahalli,3 BHK,1500.0,3.0,2.0,50.0,3,3333.3333333333335,500.0
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1125.0,2.0,1.0,32.63,2,2900.444444444445,562.5
Super built-up  Area,Ready To Move,Other,3 BHK,1555.0,3.0,3.0,73.0,3,4694.5337620578775,518.3333333333334
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1025.0,2.0,1.0,42.0,2,4097.5609756097565,512.5
Super built-up  Area,19-Mar,Hennur Road,3 BHK,1482.0,2.0,1.0,83.73,3,5649.797570850203,494.0
Super built-up  Area,Ready To Move,Other,3 BHK,1630.0,2.0,2.0,130.0,3,7975.460122699386,543.3333333333334
Super built-up  Area,Ready To Move,Arekere,2 BHK,900.0,2.0,1.0,44.5,2,4944.444444444444,450.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1355.0,2.0,3.0,75.0,3,5535.055350553505,451.6666666666667
Plot  Area,18-May,Other,4 Bedroom,2360.0,4.0,2.0,601.0,4,25466.101694915254,590.0
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1200.0,2.0,2.0,45.0,2,3750.0,600.0
Super built-up  Area,Ready To Move,Other,3 BHK,1563.0,3.0,2.0,63.0,3,4030.7101727447216,521.0
Plot  Area,Ready To Move,Other,4 Bedroom,1344.0,4.0,1.0,84.0,4,6250.0,336.0
Super built-up  Area,Ready To Move,Other,3 BHK,3000.0,3.0,2.0,400.0,3,13333.333333333334,1000.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,812.0,2.0,1.0,42.0,2,5172.413793103448,406.0
Built-up  Area,18-Apr,Basaveshwara Nagar,2 BHK,1200.0,2.0,1.0,70.0,2,5833.333333333333,600.0
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,3175.0,4.0,1.0,156.0,4,4913.385826771653,793.75
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1360.0,2.0,1.0,101.0,2,7426.470588235294,680.0
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,1756.0,3.0,2.0,110.0,3,6264.236902050114,585.3333333333334
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1296.0,2.0,2.0,51.83,3,3999.2283950617284,432.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1300.0,2.0,1.0,75.0,2,5769.2307692307695,650.0
Super built-up  Area,Ready To Move,Anandapura,2 BHK,1141.0,2.0,1.0,50.0,2,4382.120946538124,570.5
Built-up  Area,Ready To Move,Electronic City,2 BHK,1210.0,2.0,1.0,55.0,2,4545.454545454545,605.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1310.0,2.0,2.0,67.0,2,5114.503816793893,655.0
Super built-up  Area,18-Aug,Magadi Road,3 BHK,1187.0,2.0,0.0,55.195,3,4649.957877000842,395.6666666666667
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1745.0,3.0,2.0,140.0,3,8022.9226361031515,581.6666666666666
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,2.0,37.0,2,3523.809523809524,525.0
Plot  Area,Ready To Move,Banashankari,4 Bedroom,2400.0,4.0,3.0,500.0,4,20833.333333333332,600.0
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,34.0,2,2982.4561403508774,570.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,1210.0,2.0,2.0,54.0,2,4462.809917355372,605.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,2035.0,3.0,2.0,142.0,3,6977.886977886978,678.3333333333334
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,633.0,1.0,1.0,17.09,1,2699.8420221169035,633.0
Built-up  Area,Ready To Move,Amruthahalli,1 BHK,485.0,1.0,1.0,19.5,1,4020.618556701031,485.0
Plot  Area,Ready To Move,Other,2 Bedroom,1200.0,2.0,0.0,82.0,2,6833.333333333333,600.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2275.0,4.0,2.0,187.0,3,8219.78021978022,758.3333333333334
Super built-up  Area,Ready To Move,Other,3 BHK,1419.0,3.0,2.0,85.0,3,5990.133897110642,473.0
Super built-up  Area,18-Apr,Other,2 BHK,1195.0,2.0,2.0,42.4,2,3548.1171548117154,597.5
Built-up  Area,Ready To Move,Other,3 Bedroom,2020.0,3.0,3.0,270.0,3,13366.336633663366,673.3333333333334
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047.0,2.0,2.0,91.0,2,8691.499522445081,523.5
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1884.0,4.0,2.0,117.0,3,6210.1910828025475,628.0
Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,1200.0,3.0,2.0,149.0,3,12416.666666666666,400.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,905.0,2.0,1.0,58.0,2,6408.839779005525,452.5
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500.0,2.0,1.0,108.0,3,7200.0,500.0
Built-up  Area,Ready To Move,Other,1 BHK,850.0,1.0,0.0,50.0,1,5882.35294117647,850.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1125.0,2.0,1.0,32.49,2,2888.0,562.5
Built-up  Area,Ready To Move,Other,2 BHK,1165.0,2.0,2.0,59.8,2,5133.0472103004295,582.5
Built-up  Area,Ready To Move,Other,2 BHK,933.0,2.0,0.0,55.0,2,5894.962486602358,466.5
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1305.0,2.0,1.0,77.0,3,5900.383141762452,435.0
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125.0,2.0,1.0,65.0,2,5777.777777777777,562.5
Super built-up  Area,Ready To Move,Other,2 BHK,865.0,2.0,2.0,33.0,2,3815.0289017341042,432.5
Super built-up  Area,Ready To Move,Jigani,3 BHK,1245.0,3.0,3.0,66.0,3,5301.204819277108,415.0
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,8840.0,2.0,3.0,300.0,2,3393.665158371041,4420.0
Super built-up  Area,Ready To Move,Other,3 BHK,1145.0,2.0,2.0,60.0,3,5240.174672489083,381.6666666666667
Built-up  Area,Ready To Move,AECS Layout,3 BHK,2000.0,3.0,1.0,90.0,3,4500.0,666.6666666666666
Super built-up  Area,19-Mar,Hosa Road,1 BHK,625.0,1.0,1.0,43.68,1,6988.8,625.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1724.0,3.0,2.0,128.0,3,7424.593967517401,574.6666666666666
Plot  Area,Ready To Move,Other,1 Bedroom,400.0,1.0,1.0,75.0,1,18750.0,400.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1270.0,2.0,1.0,54.0,3,4251.968503937008,423.3333333333333
Super built-up  Area,18-Apr,Other,3 BHK,1250.0,3.0,2.0,39.5,3,3160.0,416.6666666666667
Super built-up  Area,20-Dec,Jakkur,3 BHK,1485.0,3.0,2.0,72.0,3,4848.484848484848,495.0
Super built-up  Area,Ready To Move,Other,2 BHK,823.0,2.0,1.0,80.0,2,9720.534629404618,411.5
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,990.0,2.0,2.0,50.0,2,5050.50505050505,495.0
Super built-up  Area,18-Mar,Kothanur,2 BHK,1185.0,2.0,2.0,59.0,2,4978.9029535864975,592.5
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,1140.0,2.0,1.0,78.0,2,6842.105263157895,570.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1756.0,3.0,2.0,125.0,3,7118.451025056947,585.3333333333334
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,2600.0,4.0,2.0,300.0,4,11538.461538461539,650.0
Built-up  Area,Ready To Move,Other,2 BHK,1025.0,2.0,1.0,48.0,2,4682.926829268293,512.5
Built-up  Area,18-Jun,Whitefield,2 BHK,1216.0,2.0,1.0,72.0,2,5921.0526315789475,608.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1026.0,2.0,2.0,60.8,2,5925.925925925926,513.0
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3335.0,4.0,3.0,300.0,4,8995.502248875562,833.75
